date;heure;PM10;NO2
;;microg/m3;microg/m3
21/08/2015;6;29;82
21/08/2015;7;39;88
21/08/2015;8;41;85
21/08/2015;9;33;83
21/08/2015;10;34;81
21/08/2015;11;27;62
21/08/2015;12;19;67
21/08/2015;13;25;71
21/08/2015;14;22;69
21/08/2015;15;22;74
21/08/2015;16;24;97
21/08/2015;17;29;112
21/08/2015;18;23;110
21/08/2015;19;22;94
21/08/2015;20;23;93
21/08/2015;21;29;99
21/08/2015;22;27;82
21/08/2015;23;21;75
21/08/2015;24;20;67
22/08/2015;1;n/d;58
22/08/2015;2;n/d;64
22/08/2015;3;19;48
22/08/2015;4;17;57
22/08/2015;5;15;58
22/08/2015;6;18;58
22/08/2015;7;21;64
22/08/2015;8;24;89
22/08/2015;9;17;79
22/08/2015;10;20;72
22/08/2015;11;24;71
22/08/2015;12;23;63
22/08/2015;13;17;61
22/08/2015;14;15;87
22/08/2015;15;16;78
22/08/2015;16;22;99
22/08/2015;17;21;90
22/08/2015;18;25;94
22/08/2015;19;20;101
22/08/2015;20;26;94
22/08/2015;21;23;110
22/08/2015;22;19;95
22/08/2015;23;21;62
22/08/2015;24;15;50
23/08/2015;1;19;45
23/08/2015;2;17;35
23/08/2015;3;15;29
23/08/2015;4;14;24
23/08/2015;5;6;22
23/08/2015;6;9;31
23/08/2015;7;3;47
23/08/2015;8;14;54
23/08/2015;9;20;64
23/08/2015;10;14;59
23/08/2015;11;17;68
23/08/2015;12;16;46
23/08/2015;13;16;46
23/08/2015;14;22;54
23/08/2015;15;12;57
23/08/2015;16;13;62
23/08/2015;17;26;62
23/08/2015;18;13;53
23/08/2015;19;19;69
23/08/2015;20;20;63
23/08/2015;21;23;81
23/08/2015;22;21;66
23/08/2015;23;9;55
23/08/2015;24;8;45
24/08/2015;1;7;25
24/08/2015;2;8;19
24/08/2015;3;9;15
24/08/2015;4;8;21
24/08/2015;5;2;51
24/08/2015;6;9;73
24/08/2015;7;15;81
24/08/2015;8;18;82
24/08/2015;9;19;73
24/08/2015;10;17;71
24/08/2015;11;22;59
24/08/2015;12;16;58
24/08/2015;13;22;51
24/08/2015;14;30;50
24/08/2015;15;13;54
24/08/2015;16;13;59
24/08/2015;17;10;65
24/08/2015;18;7;51
24/08/2015;19;10;37
24/08/2015;20;11;31
24/08/2015;21;7;27
24/08/2015;22;2;20
24/08/2015;23;8;18
24/08/2015;24;n/d;12
25/08/2015;1;12;8
25/08/2015;2;9;6
25/08/2015;3;10;8
25/08/2015;4;9;14
25/08/2015;5;14;32
25/08/2015;6;22;59
25/08/2015;7;22;63
25/08/2015;8;20;66
25/08/2015;9;23;72
25/08/2015;10;n/d;n/d
25/08/2015;11;n/d;n/d
25/08/2015;12;n/d;56
25/08/2015;13;19;62
25/08/2015;14;22;62
25/08/2015;15;22;70
25/08/2015;16;20;88
25/08/2015;17;25;96
25/08/2015;18;23;70
25/08/2015;19;24;64
25/08/2015;20;19;45
25/08/2015;21;14;53
25/08/2015;22;22;55
25/08/2015;23;15;30
25/08/2015;24;9;17
26/08/2015;1;n/d;13
26/08/2015;2;n/d;17
26/08/2015;3;13;23
26/08/2015;4;11;29
26/08/2015;5;21;65
26/08/2015;6;26;81
26/08/2015;7;28;80
26/08/2015;8;35;73
26/08/2015;9;32;84
26/08/2015;10;32;80
26/08/2015;11;28;79
26/08/2015;12;27;83
26/08/2015;13;26;90
26/08/2015;14;38;101
26/08/2015;15;29;107
26/08/2015;16;n/d;127
26/08/2015;17;n/d;100
26/08/2015;18;25;124
26/08/2015;19;32;95
26/08/2015;20;24;53
26/08/2015;21;18;55
26/08/2015;22;19;39
26/08/2015;23;13;26
26/08/2015;24;10;17
27/08/2015;1;11;12
27/08/2015;2;6;11
27/08/2015;3;8;10
27/08/2015;4;5;16
27/08/2015;5;17;44
27/08/2015;6;14;73
27/08/2015;7;12;87
27/08/2015;8;17;96
27/08/2015;9;14;103
27/08/2015;10;12;100
27/08/2015;11;8;106
27/08/2015;12;11;126
27/08/2015;13;14;105
27/08/2015;14;13;107
27/08/2015;15;11;109
27/08/2015;16;16;97
27/08/2015;17;7;108
27/08/2015;18;8;122
27/08/2015;19;20;122
27/08/2015;20;11;101
27/08/2015;21;8;98
27/08/2015;22;12;96
27/08/2015;23;18;84
27/08/2015;24;10;64
28/08/2015;1;n/d;41
28/08/2015;2;11;36
28/08/2015;3;13;30
28/08/2015;4;13;35
28/08/2015;5;18;57
28/08/2015;6;25;69
28/08/2015;7;24;79
28/08/2015;8;38;81
28/08/2015;9;26;71
28/08/2015;10;24;66
28/08/2015;11;16;71
28/08/2015;12;20;69
28/08/2015;13;21;85
28/08/2015;14;25;84
28/08/2015;15;22;84
28/08/2015;16;16;77
28/08/2015;17;21;99
28/08/2015;18;33;103
28/08/2015;19;29;105
28/08/2015;20;18;94
28/08/2015;21;24;90
28/08/2015;22;29;80
28/08/2015;23;28;79
28/08/2015;24;16;62
29/08/2015;1;12;51
29/08/2015;2;14;58
29/08/2015;3;19;58
29/08/2015;4;19;49
29/08/2015;5;20;54
29/08/2015;6;23;61
29/08/2015;7;21;58
29/08/2015;8;22;59
29/08/2015;9;15;58
29/08/2015;10;20;60
29/08/2015;11;24;60
29/08/2015;12;16;62
29/08/2015;13;13;58
29/08/2015;14;10;74
29/08/2015;15;27;74
29/08/2015;16;25;90
29/08/2015;17;17;106
29/08/2015;18;23;106
29/08/2015;19;28;130
29/08/2015;20;40;123
29/08/2015;21;43;113
29/08/2015;22;42;111
29/08/2015;23;44;126
29/08/2015;24;39;96
30/08/2015;1;27;88
30/08/2015;2;28;76
30/08/2015;3;26;48
30/08/2015;4;25;50
30/08/2015;5;31;51
30/08/2015;6;29;63
30/08/2015;7;31;69
30/08/2015;8;33;81
30/08/2015;9;34;67
30/08/2015;10;32;56
30/08/2015;11;21;70
30/08/2015;12;22;75
30/08/2015;13;22;80
30/08/2015;14;31;84
30/08/2015;15;26;100
30/08/2015;16;25;111
30/08/2015;17;22;123
30/08/2015;18;26;157
30/08/2015;19;29;168
30/08/2015;20;36;167
30/08/2015;21;41;144
30/08/2015;22;37;130
30/08/2015;23;36;116
30/08/2015;24;36;102
31/08/2015;1;31;92
31/08/2015;2;32;93
31/08/2015;3;38;82
31/08/2015;4;28;63
31/08/2015;5;29;98
31/08/2015;6;45;116
31/08/2015;7;52;135
31/08/2015;8;63;130
31/08/2015;9;64;123
31/08/2015;10;49;98
31/08/2015;11;36;98
31/08/2015;12;42;100
31/08/2015;13;36;98
31/08/2015;14;35;101
31/08/2015;15;36;105
31/08/2015;16;28;83
31/08/2015;17;33;77
31/08/2015;18;32;83
31/08/2015;19;36;54
31/08/2015;20;20;49
31/08/2015;21;24;40
31/08/2015;22;21;32
31/08/2015;23;17;28
31/08/2015;24;9;20
01/09/2015;1;9;14
01/09/2015;2;8;11
01/09/2015;3;6;12
01/09/2015;4;7;21
01/09/2015;5;8;45
01/09/2015;6;9;76
01/09/2015;7;17;88
01/09/2015;8;23;84
01/09/2015;9;17;78
01/09/2015;10;28;72
01/09/2015;11;33;67
01/09/2015;12;21;66
01/09/2015;13;26;75
01/09/2015;14;32;67
01/09/2015;15;25;78
01/09/2015;16;11;84
01/09/2015;17;21;80
01/09/2015;18;13;86
01/09/2015;19;11;78
01/09/2015;20;8;70
01/09/2015;21;19;60
01/09/2015;22;20;53
01/09/2015;23;19;41
01/09/2015;24;19;28
02/09/2015;1;18;21
02/09/2015;2;19;18
02/09/2015;3;17;15
02/09/2015;4;13;30
02/09/2015;5;13;69
02/09/2015;6;28;96
02/09/2015;7;31;104
02/09/2015;8;40;102
02/09/2015;9;28;89
02/09/2015;10;n/d;n/d
02/09/2015;11;n/d;73
02/09/2015;12;n/d;76
02/09/2015;13;n/d;84
02/09/2015;14;24;89
02/09/2015;15;21;88
02/09/2015;16;17;88
02/09/2015;17;33;103
02/09/2015;18;29;92
02/09/2015;19;25;85
02/09/2015;20;24;71
02/09/2015;21;24;72
02/09/2015;22;28;62
02/09/2015;23;26;50
02/09/2015;24;19;30
03/09/2015;1;18;26
03/09/2015;2;14;18
03/09/2015;3;13;21
03/09/2015;4;16;38
03/09/2015;5;15;73
03/09/2015;6;28;106
03/09/2015;7;38;105
03/09/2015;8;29;95
03/09/2015;9;31;88
03/09/2015;10;39;84
03/09/2015;11;33;73
03/09/2015;12;13;72
03/09/2015;13;26;78
03/09/2015;14;29;76
03/09/2015;15;20;72
03/09/2015;16;9;78
03/09/2015;17;12;72
03/09/2015;18;13;78
03/09/2015;19;17;72
03/09/2015;20;18;62
03/09/2015;21;16;69
03/09/2015;22;19;48
03/09/2015;23;10;38
03/09/2015;24;11;32
04/09/2015;1;5;20
04/09/2015;2;9;17
04/09/2015;3;9;17
04/09/2015;4;11;23
04/09/2015;5;8;56
04/09/2015;6;18;80
04/09/2015;7;24;94
04/09/2015;8;30;94
04/09/2015;9;33;85
04/09/2015;10;29;71
04/09/2015;11;24;79
04/09/2015;12;23;77
04/09/2015;13;23;70
04/09/2015;14;19;85
04/09/2015;15;14;84
04/09/2015;16;19;86
04/09/2015;17;22;87
04/09/2015;18;21;95
04/09/2015;19;17;84
04/09/2015;20;15;69
04/09/2015;21;25;60
04/09/2015;22;28;46
04/09/2015;23;14;55
04/09/2015;24;16;45
05/09/2015;1;16;35
05/09/2015;2;n/d;31
05/09/2015;3;11;32
05/09/2015;4;15;33
05/09/2015;5;12;41
05/09/2015;6;16;55
05/09/2015;7;25;62
05/09/2015;8;23;60
05/09/2015;9;32;59
05/09/2015;10;24;69
05/09/2015;11;12;62
05/09/2015;12;14;63
05/09/2015;13;24;65
05/09/2015;14;27;76
05/09/2015;15;30;81
05/09/2015;16;30;72
05/09/2015;17;26;82
05/09/2015;18;19;80
05/09/2015;19;18;69
05/09/2015;20;20;68
05/09/2015;21;23;52
05/09/2015;22;19;57
05/09/2015;23;19;56
05/09/2015;24;23;47
06/09/2015;1;22;40
06/09/2015;2;21;33
06/09/2015;3;19;22
06/09/2015;4;18;25
06/09/2015;5;14;24
06/09/2015;6;12;37
06/09/2015;7;17;39
06/09/2015;8;22;43
06/09/2015;9;12;36
06/09/2015;10;20;38
06/09/2015;11;23;41
06/09/2015;12;20;44
06/09/2015;13;22;44
06/09/2015;14;23;49
06/09/2015;15;18;51
06/09/2015;16;9;65
06/09/2015;17;23;58
06/09/2015;18;20;67
06/09/2015;19;22;65
06/09/2015;20;17;53
06/09/2015;21;19;52
06/09/2015;22;15;53
06/09/2015;23;14;53
06/09/2015;24;20;37
07/09/2015;1;18;31
07/09/2015;2;18;25
07/09/2015;3;17;24
07/09/2015;4;17;34
07/09/2015;5;18;71
07/09/2015;6;22;95
07/09/2015;7;33;100
07/09/2015;8;40;125
07/09/2015;9;44;107
07/09/2015;10;35;n/d
07/09/2015;11;40;86
07/09/2015;12;36;81
07/09/2015;13;31;89
07/09/2015;14;26;94
07/09/2015;15;26;87
07/09/2015;16;22;97
07/09/2015;17;28;90
07/09/2015;18;27;93
07/09/2015;19;36;86
07/09/2015;20;33;64
07/09/2015;21;27;58
07/09/2015;22;22;49
07/09/2015;23;13;38
07/09/2015;24;16;30
08/09/2015;1;15;28
08/09/2015;2;15;21
08/09/2015;3;14;19
08/09/2015;4;17;26
08/09/2015;5;20;49
08/09/2015;6;32;70
08/09/2015;7;43;75
08/09/2015;8;47;83
08/09/2015;9;47;81
08/09/2015;10;45;76
08/09/2015;11;40;81
08/09/2015;12;37;82
08/09/2015;13;24;92
08/09/2015;14;28;88
08/09/2015;15;28;84
08/09/2015;16;29;92
08/09/2015;17;25;100
08/09/2015;18;28;99
08/09/2015;19;26;88
08/09/2015;20;17;80
08/09/2015;21;17;68
08/09/2015;22;17;67
08/09/2015;23;12;57
08/09/2015;24;13;42
09/09/2015;1;14;32
09/09/2015;2;11;25
09/09/2015;3;11;25
09/09/2015;4;13;37
09/09/2015;5;19;60
09/09/2015;6;21;73
09/09/2015;7;32;81
09/09/2015;8;49;81
09/09/2015;9;45;74
09/09/2015;10;43;76
09/09/2015;11;38;75
09/09/2015;12;30;85
09/09/2015;13;33;86
09/09/2015;14;29;90
09/09/2015;15;32;95
09/09/2015;16;20;92
09/09/2015;17;22;100
09/09/2015;18;27;89
09/09/2015;19;29;106
09/09/2015;20;17;90
09/09/2015;21;20;78
09/09/2015;22;25;72
09/09/2015;23;31;62
09/09/2015;24;22;44
10/09/2015;1;18;38
10/09/2015;2;17;32
10/09/2015;3;16;27
10/09/2015;4;13;40
10/09/2015;5;21;72
10/09/2015;6;32;98
10/09/2015;7;40;101
10/09/2015;8;45;97
10/09/2015;9;44;94
10/09/2015;10;33;88
10/09/2015;11;37;90
10/09/2015;12;33;89
10/09/2015;13;27;87
10/09/2015;14;24;110
10/09/2015;15;26;116
10/09/2015;16;25;118
10/09/2015;17;32;133
10/09/2015;18;34;124
10/09/2015;19;29;118
10/09/2015;20;32;114
10/09/2015;21;21;105
10/09/2015;22;24;96
10/09/2015;23;30;86
10/09/2015;24;20;66
11/09/2015;1;18;55
11/09/2015;2;21;51
11/09/2015;3;20;51
11/09/2015;4;19;59
11/09/2015;5;23;83
11/09/2015;6;21;111
11/09/2015;7;47;111
11/09/2015;8;64;112
11/09/2015;9;50;117
11/09/2015;10;47;110
11/09/2015;11;29;114
11/09/2015;12;42;101
11/09/2015;13;23;116
11/09/2015;14;43;118
11/09/2015;15;42;119
11/09/2015;16;36;132
11/09/2015;17;32;146
11/09/2015;18;33;169
11/09/2015;19;29;170
11/09/2015;20;47;133
11/09/2015;21;39;122
11/09/2015;22;33;117
11/09/2015;23;39;112
11/09/2015;24;35;82
12/09/2015;1;33;79
12/09/2015;2;28;67
12/09/2015;3;26;44
12/09/2015;4;25;46
12/09/2015;5;25;65
12/09/2015;6;32;92
12/09/2015;7;26;90
12/09/2015;8;44;84
12/09/2015;9;36;79
12/09/2015;10;32;81
12/09/2015;11;33;106
12/09/2015;12;33;110
12/09/2015;13;21;99
12/09/2015;14;20;80
12/09/2015;15;16;86
12/09/2015;16;25;106
12/09/2015;17;28;100
12/09/2015;18;20;92
12/09/2015;19;19;90
12/09/2015;20;18;76
12/09/2015;21;22;86
12/09/2015;22;30;85
12/09/2015;23;28;87
12/09/2015;24;32;76
13/09/2015;1;33;72
13/09/2015;2;24;47
13/09/2015;3;17;37
13/09/2015;4;15;46
13/09/2015;5;16;39
13/09/2015;6;13;40
13/09/2015;7;9;47
13/09/2015;8;15;47
13/09/2015;9;12;52
13/09/2015;10;15;54
13/09/2015;11;15;83
13/09/2015;12;17;77
13/09/2015;13;13;75
13/09/2015;14;14;45
13/09/2015;15;19;49
13/09/2015;16;14;59
13/09/2015;17;24;77
13/09/2015;18;20;67
13/09/2015;19;17;80
13/09/2015;20;24;74
13/09/2015;21;18;76
13/09/2015;22;23;71
13/09/2015;23;14;57
13/09/2015;24;12;39
14/09/2015;1;8;20
14/09/2015;2;8;13
14/09/2015;3;7;13
14/09/2015;4;9;23
14/09/2015;5;12;50
14/09/2015;6;14;67
14/09/2015;7;22;91
14/09/2015;8;25;93
14/09/2015;9;15;89
14/09/2015;10;7;77
14/09/2015;11;13;60
14/09/2015;12;23;65
14/09/2015;13;35;66
14/09/2015;14;24;76
14/09/2015;15;21;79
14/09/2015;16;23;72
14/09/2015;17;32;84
14/09/2015;18;21;107
14/09/2015;19;32;102
14/09/2015;20;26;n/d
14/09/2015;21;12;n/d
14/09/2015;22;8;44
14/09/2015;23;10;30
14/09/2015;24;3;19
15/09/2015;1;4;12
15/09/2015;2;8;9
15/09/2015;3;9;7
15/09/2015;4;8;12
15/09/2015;5;10;39
15/09/2015;6;9;78
15/09/2015;7;21;86
15/09/2015;8;25;94
15/09/2015;9;23;80
15/09/2015;10;22;75
15/09/2015;11;32;81
15/09/2015;12;32;78
15/09/2015;13;26;71
15/09/2015;14;22;96
15/09/2015;15;32;86
15/09/2015;16;17;91
15/09/2015;17;22;111
15/09/2015;18;32;126
15/09/2015;19;27;120
15/09/2015;20;25;87
15/09/2015;21;25;65
15/09/2015;22;19;49
15/09/2015;23;2;41
15/09/2015;24;8;24
16/09/2015;1;5;20
16/09/2015;2;6;17
16/09/2015;3;7;18
16/09/2015;4;8;24
16/09/2015;5;18;62
16/09/2015;6;16;98
16/09/2015;7;25;105
16/09/2015;8;25;117
16/09/2015;9;28;109
16/09/2015;10;n/d;n/d
16/09/2015;11;n/d;104
16/09/2015;12;11;94
16/09/2015;13;10;122
16/09/2015;14;15;112
16/09/2015;15;11;103
16/09/2015;16;14;107
16/09/2015;17;n/d;113
16/09/2015;18;n/d;103
16/09/2015;19;16;97
16/09/2015;20;11;67
16/09/2015;21;12;46
16/09/2015;22;12;51
16/09/2015;23;20;32
16/09/2015;24;21;19
17/09/2015;1;n/d;16
17/09/2015;2;n/d;11
17/09/2015;3;13;10
17/09/2015;4;8;17
17/09/2015;5;8;48
17/09/2015;6;16;83
17/09/2015;7;26;95
17/09/2015;8;35;92
17/09/2015;9;29;91
17/09/2015;10;27;88
17/09/2015;11;29;99
17/09/2015;12;30;112
17/09/2015;13;31;94
17/09/2015;14;35;115
17/09/2015;15;37;121
17/09/2015;16;41;110
17/09/2015;17;35;112
17/09/2015;18;28;113
17/09/2015;19;29;125
17/09/2015;20;39;108
17/09/2015;21;28;107
17/09/2015;22;30;93
17/09/2015;23;31;65
17/09/2015;24;23;41
18/09/2015;1;17;26
18/09/2015;2;12;21
18/09/2015;3;13;20
18/09/2015;4;10;26
18/09/2015;5;13;49
18/09/2015;6;24;83
18/09/2015;7;31;96
18/09/2015;8;27;89
18/09/2015;9;35;88
18/09/2015;10;36;103
18/09/2015;11;32;92
18/09/2015;12;26;91
18/09/2015;13;30;146
18/09/2015;14;28;90
18/09/2015;15;19;104
18/09/2015;16;5;89
18/09/2015;17;13;98
18/09/2015;18;22;115
18/09/2015;19;17;128
18/09/2015;20;16;114
18/09/2015;21;16;111
18/09/2015;22;18;100
18/09/2015;23;16;86
18/09/2015;24;11;65
19/09/2015;1;10;58
19/09/2015;2;14;46
19/09/2015;3;12;30
19/09/2015;4;11;27
19/09/2015;5;4;36
19/09/2015;6;5;50
19/09/2015;7;13;53
19/09/2015;8;21;62
19/09/2015;9;27;71
19/09/2015;10;23;61
19/09/2015;11;14;72
19/09/2015;12;15;64
19/09/2015;13;18;79
19/09/2015;14;18;74
19/09/2015;15;22;84
19/09/2015;16;13;70
19/09/2015;17;21;81
19/09/2015;18;12;111
19/09/2015;19;23;106
19/09/2015;20;31;85
19/09/2015;21;24;76
19/09/2015;22;21;73
19/09/2015;23;27;81
19/09/2015;24;19;65
20/09/2015;1;16;55
20/09/2015;2;18;51
20/09/2015;3;18;47
20/09/2015;4;15;50
20/09/2015;5;15;42
20/09/2015;6;14;59
20/09/2015;7;13;63
20/09/2015;8;20;58
20/09/2015;9;27;53
20/09/2015;10;20;49
20/09/2015;11;18;58
20/09/2015;12;12;60
20/09/2015;13;19;63
20/09/2015;14;20;64
20/09/2015;15;11;63
20/09/2015;16;20;86
20/09/2015;17;29;100
20/09/2015;18;16;94
20/09/2015;19;23;99
20/09/2015;20;21;104
20/09/2015;21;20;104
20/09/2015;22;29;107
20/09/2015;23;24;105
20/09/2015;24;27;96
21/09/2015;1;29;94
21/09/2015;2;27;86
21/09/2015;3;28;71
21/09/2015;4;27;65
21/09/2015;5;29;81
21/09/2015;6;39;108
21/09/2015;7;37;116
21/09/2015;8;48;142
21/09/2015;9;50;123
21/09/2015;10;26;113
21/09/2015;11;29;99
21/09/2015;12;33;93
21/09/2015;13;15;116
21/09/2015;14;18;102
21/09/2015;15;28;112
21/09/2015;16;25;106
21/09/2015;17;28;120
21/09/2015;18;35;123
21/09/2015;19;25;98
21/09/2015;20;30;73
21/09/2015;21;27;58
21/09/2015;22;14;46
21/09/2015;23;6;32
21/09/2015;24;11;22
22/09/2015;1;11;16
22/09/2015;2;7;10
22/09/2015;3;5;14
22/09/2015;4;6;24
22/09/2015;5;8;56
22/09/2015;6;20;76
22/09/2015;7;20;87
22/09/2015;8;30;86
22/09/2015;9;23;83
22/09/2015;10;19;83
22/09/2015;11;17;93
22/09/2015;12;16;77
22/09/2015;13;23;70
22/09/2015;14;16;78
22/09/2015;15;26;69
22/09/2015;16;21;75
22/09/2015;17;21;81
22/09/2015;18;23;76
22/09/2015;19;15;65
22/09/2015;20;8;49
22/09/2015;21;n/d;47
22/09/2015;22;7;53
22/09/2015;23;17;39
22/09/2015;24;7;34
23/09/2015;1;6;19
23/09/2015;2;5;18
23/09/2015;3;5;19
23/09/2015;4;7;28
23/09/2015;5;9;48
23/09/2015;6;18;74
23/09/2015;7;22;84
23/09/2015;8;34;83
23/09/2015;9;33;73
23/09/2015;10;32;74
23/09/2015;11;29;73
23/09/2015;12;23;71
23/09/2015;13;22;74
23/09/2015;14;25;90
23/09/2015;15;22;95
23/09/2015;16;23;97
23/09/2015;17;22;99
23/09/2015;18;24;120
23/09/2015;19;20;118
23/09/2015;20;29;101
23/09/2015;21;29;116
23/09/2015;22;33;108
23/09/2015;23;28;90
23/09/2015;24;27;63
24/09/2015;1;19;34
24/09/2015;2;17;26
24/09/2015;3;20;25
24/09/2015;4;14;31
24/09/2015;5;16;67
24/09/2015;6;24;85
24/09/2015;7;25;92
24/09/2015;8;29;98
24/09/2015;9;24;n/d
24/09/2015;10;29;94
24/09/2015;11;27;85
24/09/2015;12;15;87
24/09/2015;13;18;83
24/09/2015;14;22;98
24/09/2015;15;21;95
24/09/2015;16;25;95
24/09/2015;17;18;102
24/09/2015;18;26;116
24/09/2015;19;23;103
24/09/2015;20;7;95
24/09/2015;21;11;82
24/09/2015;22;7;80
24/09/2015;23;13;79
24/09/2015;24;17;63
25/09/2015;1;19;56
25/09/2015;2;16;38
25/09/2015;3;15;37
25/09/2015;4;16;38
25/09/2015;5;16;52
25/09/2015;6;22;86
25/09/2015;7;31;98
25/09/2015;8;35;92
25/09/2015;9;36;105
25/09/2015;10;33;91
25/09/2015;11;31;82
25/09/2015;12;22;85
25/09/2015;13;24;87
25/09/2015;14;29;96
25/09/2015;15;24;100
25/09/2015;16;23;93
25/09/2015;17;27;117
25/09/2015;18;37;91
25/09/2015;19;36;102
25/09/2015;20;33;87
25/09/2015;21;27;81
25/09/2015;22;32;73
25/09/2015;23;n/d;58
25/09/2015;24;n/d;52
26/09/2015;1;24;49
26/09/2015;2;22;41
26/09/2015;3;18;31
26/09/2015;4;19;33
26/09/2015;5;25;44
26/09/2015;6;26;53
26/09/2015;7;27;68
26/09/2015;8;26;60
26/09/2015;9;28;65
26/09/2015;10;19;59
26/09/2015;11;20;66
26/09/2015;12;25;70
26/09/2015;13;24;71
26/09/2015;14;34;85
26/09/2015;15;36;81
26/09/2015;16;29;92
26/09/2015;17;36;98
26/09/2015;18;25;124
26/09/2015;19;30;94
26/09/2015;20;38;76
26/09/2015;21;29;66
26/09/2015;22;25;61
26/09/2015;23;38;58
26/09/2015;24;33;58
27/09/2015;1;27;50
27/09/2015;2;23;38
27/09/2015;3;25;33
27/09/2015;4;23;28
27/09/2015;5;25;28
27/09/2015;6;21;37
27/09/2015;7;22;38
27/09/2015;8;33;39
27/09/2015;9;25;37
27/09/2015;10;22;25
27/09/2015;11;21;29
27/09/2015;12;18;28
27/09/2015;13;21;28
27/09/2015;14;35;25
27/09/2015;15;16;31
27/09/2015;16;7;34
27/09/2015;17;10;50
27/09/2015;18;15;67
27/09/2015;19;8;79
27/09/2015;20;20;83
27/09/2015;21;13;70
27/09/2015;22;12;53
27/09/2015;23;15;48
27/09/2015;24;13;35
28/09/2015;1;15;24
28/09/2015;2;17;17
28/09/2015;3;15;18
28/09/2015;4;12;25
28/09/2015;5;15;58
28/09/2015;6;18;75
28/09/2015;7;22;80
28/09/2015;8;30;80
28/09/2015;9;32;73
28/09/2015;10;n/d;n/d
28/09/2015;11;n/d;66
28/09/2015;12;n/d;65
28/09/2015;13;n/d;65
28/09/2015;14;24;71
28/09/2015;15;27;68
28/09/2015;16;22;77
28/09/2015;17;25;85
28/09/2015;18;25;98
28/09/2015;19;23;83
28/09/2015;20;22;77
28/09/2015;21;24;71
28/09/2015;22;24;65
28/09/2015;23;28;59
28/09/2015;24;21;46
29/09/2015;1;18;34
29/09/2015;2;26;26
29/09/2015;3;15;28
29/09/2015;4;14;39
29/09/2015;5;15;68
29/09/2015;6;27;85
29/09/2015;7;30;88
29/09/2015;8;30;79
29/09/2015;9;29;64
29/09/2015;10;32;64
29/09/2015;11;31;62
29/09/2015;12;25;78
29/09/2015;13;34;69
29/09/2015;14;28;64
29/09/2015;15;32;67
29/09/2015;16;20;76
29/09/2015;17;22;86
29/09/2015;18;27;100
29/09/2015;19;38;110
29/09/2015;20;31;82
29/09/2015;21;24;71
29/09/2015;22;22;64
29/09/2015;23;22;58
29/09/2015;24;15;48
30/09/2015;1;n/d;n/d
30/09/2015;2;n/d;23
30/09/2015;3;n/d;22
30/09/2015;4;n/d;31
30/09/2015;5;21;58
30/09/2015;6;23;78
30/09/2015;7;24;77
30/09/2015;8;22;82
30/09/2015;9;27;70
30/09/2015;10;31;68
30/09/2015;11;23;71
30/09/2015;12;34;73
30/09/2015;13;39;71
30/09/2015;14;30;73
30/09/2015;15;26;81
30/09/2015;16;23;82
30/09/2015;17;39;98
30/09/2015;18;34;127
30/09/2015;19;31;123
30/09/2015;20;32;94
30/09/2015;21;28;72
30/09/2015;22;28;68
30/09/2015;23;24;59
30/09/2015;24;22;51
01/10/2015;1;19;42
01/10/2015;2;19;31
01/10/2015;3;20;32
01/10/2015;4;18;37
01/10/2015;5;23;69
01/10/2015;6;22;83
01/10/2015;7;28;85
01/10/2015;8;41;81
01/10/2015;9;39;78
01/10/2015;10;30;69
01/10/2015;11;36;64
01/10/2015;12;32;72
01/10/2015;13;30;77
01/10/2015;14;30;99
01/10/2015;15;29;102
01/10/2015;16;29;86
01/10/2015;17;30;95
01/10/2015;18;32;122
01/10/2015;19;31;115
01/10/2015;20;34;88
01/10/2015;21;29;76
01/10/2015;22;34;68
01/10/2015;23;26;68
01/10/2015;24;22;52
02/10/2015;1;18;43
02/10/2015;2;20;40
02/10/2015;3;19;43
02/10/2015;4;22;47
02/10/2015;5;23;72
02/10/2015;6;28;85
02/10/2015;7;30;89
02/10/2015;8;44;89
02/10/2015;9;55;95
02/10/2015;10;46;93
02/10/2015;11;48;89
02/10/2015;12;42;94
02/10/2015;13;34;91
02/10/2015;14;35;98
02/10/2015;15;33;117
02/10/2015;16;22;123
02/10/2015;17;30;144
02/10/2015;18;32;145
02/10/2015;19;38;141
02/10/2015;20;38;134
02/10/2015;21;38;126
02/10/2015;22;39;137
02/10/2015;23;45;113
02/10/2015;24;49;101
03/10/2015;1;45;87
03/10/2015;2;41;77
03/10/2015;3;39;68
03/10/2015;4;40;66
03/10/2015;5;42;70
03/10/2015;6;54;88
03/10/2015;7;46;84
03/10/2015;8;56;102
03/10/2015;9;67;112
03/10/2015;10;70;103
03/10/2015;11;68;98
03/10/2015;12;52;98
03/10/2015;13;46;118
03/10/2015;14;45;118
03/10/2015;15;29;121
03/10/2015;16;33;151
03/10/2015;17;35;154
03/10/2015;18;39;188
03/10/2015;19;46;152
03/10/2015;20;43;137
03/10/2015;21;62;119
03/10/2015;22;47;112
03/10/2015;23;48;118
03/10/2015;24;54;103
04/10/2015;1;47;93
04/10/2015;2;41;74
04/10/2015;3;39;64
04/10/2015;4;41;69
04/10/2015;5;39;67
04/10/2015;6;46;64
04/10/2015;7;48;66
04/10/2015;8;60;62
04/10/2015;9;53;59
04/10/2015;10;59;51
04/10/2015;11;46;43
04/10/2015;12;31;49
04/10/2015;13;44;61
04/10/2015;14;67;69
04/10/2015;15;63;81
04/10/2015;16;53;86
04/10/2015;17;46;82
