date;heure;PM10;NO2
;;microg/m3;microg/m3
25/04/2012;8;27;112
25/04/2012;9;19;119
25/04/2012;10;15;127
25/04/2012;11;17;118
25/04/2012;12;20;107
25/04/2012;13;25;106
25/04/2012;14;23;113
25/04/2012;15;24;118
25/04/2012;16;21;106
25/04/2012;17;17;113
25/04/2012;18;19;93
25/04/2012;19;34;89
25/04/2012;20;31;65
25/04/2012;21;26;68
25/04/2012;22;29;68
25/04/2012;23;26;61
25/04/2012;24;24;41
26/04/2012;1;16;24
26/04/2012;2;16;16
26/04/2012;3;17;17
26/04/2012;4;11;24
26/04/2012;5;11;53
26/04/2012;6;25;85
26/04/2012;7;27;109
26/04/2012;8;33;116
26/04/2012;9;n/d;103
26/04/2012;10;n/d;93
26/04/2012;11;n/d;81
26/04/2012;12;n/d;77
26/04/2012;13;n/d;80
26/04/2012;14;n/d;74
26/04/2012;15;44;85
26/04/2012;16;49;95
26/04/2012;17;23;110
26/04/2012;18;24;111
26/04/2012;19;45;100
26/04/2012;20;35;90
26/04/2012;21;34;80
26/04/2012;22;29;78
26/04/2012;23;27;79
26/04/2012;24;27;52
27/04/2012;1;19;39
27/04/2012;2;16;27
27/04/2012;3;13;27
27/04/2012;4;12;32
27/04/2012;5;16;65
27/04/2012;6;24;99
27/04/2012;7;30;133
27/04/2012;8;32;129
27/04/2012;9;22;119
27/04/2012;10;23;117
27/04/2012;11;27;118
27/04/2012;12;35;89
27/04/2012;13;27;103
27/04/2012;14;30;105
27/04/2012;15;28;119
27/04/2012;16;26;124
27/04/2012;17;28;117
27/04/2012;18;23;95
27/04/2012;19;30;109
27/04/2012;20;30;93
27/04/2012;21;34;92
27/04/2012;22;30;79
27/04/2012;23;20;69
27/04/2012;24;15;60
28/04/2012;1;17;49
28/04/2012;2;9;42
28/04/2012;3;14;38
28/04/2012;4;15;36
28/04/2012;5;23;55
28/04/2012;6;22;68
28/04/2012;7;24;68
28/04/2012;8;35;80
28/04/2012;9;37;75
28/04/2012;10;46;82
28/04/2012;11;54;82
28/04/2012;12;51;82
28/04/2012;13;50;89
28/04/2012;14;44;100
28/04/2012;15;42;110
28/04/2012;16;45;108
28/04/2012;17;40;103
28/04/2012;18;38;89
28/04/2012;19;34;76
28/04/2012;20;46;87
28/04/2012;21;49;77
28/04/2012;22;50;71
28/04/2012;23;54;83
28/04/2012;24;51;78
29/04/2012;1;48;81
29/04/2012;2;35;42
29/04/2012;3;28;28
29/04/2012;4;31;27
29/04/2012;5;16;23
29/04/2012;6;9;34
29/04/2012;7;14;39
29/04/2012;8;12;58
29/04/2012;9;14;50
29/04/2012;10;11;53
29/04/2012;11;14;52
29/04/2012;12;18;49
29/04/2012;13;30;54
29/04/2012;14;23;51
29/04/2012;15;25;67
29/04/2012;16;13;55
29/04/2012;17;15;63
29/04/2012;18;17;68
29/04/2012;19;16;67
29/04/2012;20;13;87
29/04/2012;21;17;91
29/04/2012;22;18;80
29/04/2012;23;12;69
29/04/2012;24;17;59
30/04/2012;1;16;37
30/04/2012;2;13;26
30/04/2012;3;11;30
30/04/2012;4;11;39
30/04/2012;5;13;65
30/04/2012;6;21;85
30/04/2012;7;30;102
30/04/2012;8;29;96
30/04/2012;9;57;88
30/04/2012;10;37;83
30/04/2012;11;21;81
30/04/2012;12;16;78
30/04/2012;13;31;88
30/04/2012;14;31;75
30/04/2012;15;30;101
30/04/2012;16;31;98
30/04/2012;17;31;104
30/04/2012;18;26;99
30/04/2012;19;24;87
30/04/2012;20;21;82
30/04/2012;21;23;85
30/04/2012;22;19;87
30/04/2012;23;24;82
30/04/2012;24;21;59
01/05/2012;1;18;49
01/05/2012;2;16;41
01/05/2012;3;15;28
01/05/2012;4;14;23
01/05/2012;5;15;25
01/05/2012;6;12;34
01/05/2012;7;21;34
01/05/2012;8;23;36
01/05/2012;9;n/d;26
01/05/2012;10;30;21
01/05/2012;11;17;13
01/05/2012;12;18;23
01/05/2012;13;19;33
01/05/2012;14;15;49
01/05/2012;15;20;48
01/05/2012;16;16;56
01/05/2012;17;14;77
01/05/2012;18;18;82
01/05/2012;19;24;74
01/05/2012;20;28;79
01/05/2012;21;33;108
01/05/2012;22;46;107
01/05/2012;23;35;68
01/05/2012;24;24;51
02/05/2012;1;18;43
02/05/2012;2;17;29
02/05/2012;3;16;27
02/05/2012;4;21;36
02/05/2012;5;32;68
02/05/2012;6;47;105
02/05/2012;7;53;118
02/05/2012;8;54;120
02/05/2012;9;46;122
02/05/2012;10;n/d;n/d
02/05/2012;11;n/d;122
02/05/2012;12;32;108
02/05/2012;13;34;109
02/05/2012;14;34;103
02/05/2012;15;42;106
02/05/2012;16;49;113
02/05/2012;17;41;123
02/05/2012;18;31;110
02/05/2012;19;27;100
02/05/2012;20;25;87
02/05/2012;21;20;79
02/05/2012;22;19;71
02/05/2012;23;26;65
02/05/2012;24;26;49
03/05/2012;1;29;40
03/05/2012;2;29;26
03/05/2012;3;25;26
03/05/2012;4;26;36
03/05/2012;5;25;81
03/05/2012;6;40;118
03/05/2012;7;54;115
03/05/2012;8;65;112
03/05/2012;9;69;108
03/05/2012;10;72;110
03/05/2012;11;58;95
03/05/2012;12;53;87
03/05/2012;13;38;88
03/05/2012;14;40;97
03/05/2012;15;37;113
03/05/2012;16;38;112
03/05/2012;17;33;115
03/05/2012;18;28;152
03/05/2012;19;31;145
03/05/2012;20;36;154
03/05/2012;21;38;161
03/05/2012;22;50;148
03/05/2012;23;51;139
03/05/2012;24;46;133
04/05/2012;1;36;126
04/05/2012;2;30;112
04/05/2012;3;30;94
04/05/2012;4;19;65
04/05/2012;5;20;102
04/05/2012;6;45;151
04/05/2012;7;50;154
04/05/2012;8;50;145
04/05/2012;9;52;144
04/05/2012;10;55;135
04/05/2012;11;40;127
04/05/2012;12;34;120
04/05/2012;13;35;105
04/05/2012;14;27;108
04/05/2012;15;31;99
04/05/2012;16;36;119
04/05/2012;17;29;123
04/05/2012;18;31;107
04/05/2012;19;26;96
04/05/2012;20;25;95
04/05/2012;21;29;85
04/05/2012;22;29;92
04/05/2012;23;27;83
04/05/2012;24;17;68
05/05/2012;1;19;50
05/05/2012;2;15;44
05/05/2012;3;14;33
05/05/2012;4;11;31
05/05/2012;5;16;40
05/05/2012;6;16;52
05/05/2012;7;20;63
05/05/2012;8;19;77
05/05/2012;9;21;74
05/05/2012;10;24;74
05/05/2012;11;28;70
05/05/2012;12;25;65
05/05/2012;13;28;80
05/05/2012;14;28;84
05/05/2012;15;27;107
05/05/2012;16;36;100
05/05/2012;17;31;104
05/05/2012;18;27;103
05/05/2012;19;21;100
05/05/2012;20;21;86
05/05/2012;21;27;69
05/05/2012;22;22;70
05/05/2012;23;27;75
05/05/2012;24;27;55
06/05/2012;1;22;53
06/05/2012;2;21;42
06/05/2012;3;16;32
06/05/2012;4;14;25
06/05/2012;5;12;32
06/05/2012;6;11;38
06/05/2012;7;13;46
06/05/2012;8;17;48
06/05/2012;9;21;54
06/05/2012;10;32;47
06/05/2012;11;28;64
06/05/2012;12;28;59
06/05/2012;13;23;55
06/05/2012;14;29;64
06/05/2012;15;31;67
06/05/2012;16;34;70
06/05/2012;17;34;75
06/05/2012;18;34;67
06/05/2012;19;38;58
06/05/2012;20;36;51
06/05/2012;21;37;58
06/05/2012;22;37;55
06/05/2012;23;43;59
06/05/2012;24;40;54
07/05/2012;1;41;56
07/05/2012;2;39;54
07/05/2012;3;39;53
07/05/2012;4;39;62
07/05/2012;5;41;68
07/05/2012;6;44;90
07/05/2012;7;68;86
07/05/2012;8;55;89
07/05/2012;9;n/d;n/d
07/05/2012;10;n/d;n/d
07/05/2012;11;37;83
07/05/2012;12;29;93
07/05/2012;13;31;96
07/05/2012;14;34;108
07/05/2012;15;31;92
07/05/2012;16;23;97
07/05/2012;17;19;104
07/05/2012;18;27;110
07/05/2012;19;28;106
07/05/2012;20;28;98
07/05/2012;21;27;93
07/05/2012;22;25;88
07/05/2012;23;25;78
07/05/2012;24;25;53
08/05/2012;1;18;42
08/05/2012;2;15;35
08/05/2012;3;14;29
08/05/2012;4;12;29
08/05/2012;5;10;37
08/05/2012;6;10;59
08/05/2012;7;23;69
08/05/2012;8;23;65
08/05/2012;9;21;65
08/05/2012;10;20;51
08/05/2012;11;20;65
08/05/2012;12;14;73
08/05/2012;13;22;69
08/05/2012;14;33;73
08/05/2012;15;19;79
08/05/2012;16;26;69
08/05/2012;17;20;68
08/05/2012;18;22;73
08/05/2012;19;20;65
08/05/2012;20;19;58
08/05/2012;21;13;55
08/05/2012;22;17;47
08/05/2012;23;11;33
08/05/2012;24;10;21
09/05/2012;1;9;15
09/05/2012;2;8;12
09/05/2012;3;8;13
09/05/2012;4;10;22
09/05/2012;5;8;53
09/05/2012;6;11;91
09/05/2012;7;16;92
09/05/2012;8;31;87
09/05/2012;9;37;94
09/05/2012;10;36;87
09/05/2012;11;34;87
09/05/2012;12;37;92
09/05/2012;13;31;87
09/05/2012;14;60;95
09/05/2012;15;55;76
09/05/2012;16;44;81
09/05/2012;17;32;80
09/05/2012;18;23;88
09/05/2012;19;26;87
09/05/2012;20;26;77
09/05/2012;21;23;89
09/05/2012;22;21;93
09/05/2012;23;22;82
09/05/2012;24;28;66
10/05/2012;1;23;52
10/05/2012;2;18;36
10/05/2012;3;14;40
10/05/2012;4;16;49
10/05/2012;5;19;70
10/05/2012;6;25;96
10/05/2012;7;39;117
10/05/2012;8;56;107
10/05/2012;9;52;109
10/05/2012;10;58;116
10/05/2012;11;49;115
10/05/2012;12;43;110
10/05/2012;13;50;114
10/05/2012;14;54;132
10/05/2012;15;42;118
10/05/2012;16;42;122
10/05/2012;17;38;123
10/05/2012;18;34;129
10/05/2012;19;37;126
10/05/2012;20;30;123
10/05/2012;21;26;105
10/05/2012;22;36;101
10/05/2012;23;40;78
10/05/2012;24;39;53
11/05/2012;1;35;37
11/05/2012;2;30;30
11/05/2012;3;26;22
11/05/2012;4;24;28
11/05/2012;5;29;57
11/05/2012;6;32;86
11/05/2012;7;25;97
11/05/2012;8;31;116
11/05/2012;9;41;100
11/05/2012;10;36;101
11/05/2012;11;37;93
11/05/2012;12;48;78
11/05/2012;13;38;97
11/05/2012;14;35;89
11/05/2012;15;35;88
11/05/2012;16;37;94
11/05/2012;17;48;104
11/05/2012;18;44;102
11/05/2012;19;55;86
11/05/2012;20;39;70
11/05/2012;21;24;60
11/05/2012;22;20;52
11/05/2012;23;20;45
11/05/2012;24;24;39
12/05/2012;1;17;32
12/05/2012;2;17;32
12/05/2012;3;n/d;23
12/05/2012;4;16;20
12/05/2012;5;17;35
12/05/2012;6;17;51
12/05/2012;7;19;61
12/05/2012;8;24;57
12/05/2012;9;24;61
12/05/2012;10;26;65
12/05/2012;11;31;72
12/05/2012;12;31;61
12/05/2012;13;39;65
12/05/2012;14;24;65
12/05/2012;15;25;84
12/05/2012;16;34;101
12/05/2012;17;30;106
12/05/2012;18;25;92
12/05/2012;19;33;75
12/05/2012;20;34;71
12/05/2012;21;22;68
12/05/2012;22;31;71
12/05/2012;23;29;65
12/05/2012;24;41;52
13/05/2012;1;28;45
13/05/2012;2;20;38
13/05/2012;3;16;33
13/05/2012;4;31;32
13/05/2012;5;25;29
13/05/2012;6;21;36
13/05/2012;7;29;38
13/05/2012;8;30;47
13/05/2012;9;31;47
13/05/2012;10;23;45
13/05/2012;11;20;51
13/05/2012;12;29;52
13/05/2012;13;39;50
13/05/2012;14;20;49
13/05/2012;15;19;60
13/05/2012;16;20;78
13/05/2012;17;23;64
13/05/2012;18;19;73
13/05/2012;19;23;79
13/05/2012;20;22;83
13/05/2012;21;31;88
13/05/2012;22;30;79
13/05/2012;23;28;71
13/05/2012;24;29;67
14/05/2012;1;25;72
14/05/2012;2;24;70
14/05/2012;3;26;78
14/05/2012;4;29;77
14/05/2012;5;31;97
14/05/2012;6;45;128
14/05/2012;7;66;141
14/05/2012;8;64;122
14/05/2012;9;39;116
14/05/2012;10;32;97
14/05/2012;11;28;100
14/05/2012;12;26;87
14/05/2012;13;28;90
14/05/2012;14;31;97
14/05/2012;15;39;104
14/05/2012;16;31;106
14/05/2012;17;28;103
14/05/2012;18;18;96
14/05/2012;19;26;91
14/05/2012;20;29;80
14/05/2012;21;34;68
14/05/2012;22;29;56
14/05/2012;23;33;55
14/05/2012;24;29;32
15/05/2012;1;22;28
15/05/2012;2;20;15
15/05/2012;3;21;14
15/05/2012;4;24;24
15/05/2012;5;25;59
15/05/2012;6;34;71
15/05/2012;7;39;85
15/05/2012;8;30;77
15/05/2012;9;32;80
15/05/2012;10;37;86
15/05/2012;11;27;n/d
15/05/2012;12;31;70
15/05/2012;13;38;84
15/05/2012;14;39;73
15/05/2012;15;30;72
15/05/2012;16;32;71
15/05/2012;17;28;83
15/05/2012;18;21;75
15/05/2012;19;49;61
15/05/2012;20;27;58
15/05/2012;21;21;57
15/05/2012;22;20;56
15/05/2012;23;14;51
15/05/2012;24;13;35
16/05/2012;1;12;27
16/05/2012;2;11;22
16/05/2012;3;13;22
16/05/2012;4;13;31
16/05/2012;5;22;63
16/05/2012;6;27;93
16/05/2012;7;23;90
16/05/2012;8;39;87
16/05/2012;9;56;74
16/05/2012;10;53;79
16/05/2012;11;50;91
16/05/2012;12;31;77
16/05/2012;13;23;95
16/05/2012;14;28;105
16/05/2012;15;24;105
16/05/2012;16;26;97
16/05/2012;17;25;99
16/05/2012;18;27;99
16/05/2012;19;28;90
16/05/2012;20;35;90
16/05/2012;21;30;86
16/05/2012;22;25;96
16/05/2012;23;34;87
16/05/2012;24;39;81
17/05/2012;1;24;58
17/05/2012;2;15;34
17/05/2012;3;15;37
17/05/2012;4;15;37
17/05/2012;5;21;54
17/05/2012;6;28;64
17/05/2012;7;32;62
17/05/2012;8;33;48
17/05/2012;9;44;57
17/05/2012;10;52;49
17/05/2012;11;37;58
17/05/2012;12;22;55
17/05/2012;13;30;62
17/05/2012;14;32;75
17/05/2012;15;26;68
17/05/2012;16;35;73
17/05/2012;17;20;78
17/05/2012;18;23;85
17/05/2012;19;25;87
17/05/2012;20;27;66
17/05/2012;21;31;66
17/05/2012;22;27;64
17/05/2012;23;20;57
17/05/2012;24;18;46
18/05/2012;1;18;32
18/05/2012;2;16;38
18/05/2012;3;19;30
18/05/2012;4;19;27
18/05/2012;5;24;48
18/05/2012;6;36;76
18/05/2012;7;38;85
18/05/2012;8;41;91
18/05/2012;9;48;81
18/05/2012;10;48;95
18/05/2012;11;49;82
18/05/2012;12;43;87
18/05/2012;13;47;84
18/05/2012;14;47;101
18/05/2012;15;49;78
18/05/2012;16;44;97
18/05/2012;17;51;104
18/05/2012;18;44;90
18/05/2012;19;42;84
18/05/2012;20;36;92
18/05/2012;21;37;105
18/05/2012;22;39;85
18/05/2012;23;39;74
18/05/2012;24;35;65
19/05/2012;1;30;52
19/05/2012;2;31;37
19/05/2012;3;28;36
19/05/2012;4;28;38
19/05/2012;5;27;59
19/05/2012;6;28;52
19/05/2012;7;32;73
19/05/2012;8;41;76
19/05/2012;9;34;72
19/05/2012;10;39;66
19/05/2012;11;38;60
19/05/2012;12;38;72
19/05/2012;13;37;84
19/05/2012;14;35;87
19/05/2012;15;38;88
19/05/2012;16;38;129
19/05/2012;17;29;128
19/05/2012;18;32;114
19/05/2012;19;30;107
19/05/2012;20;32;88
19/05/2012;21;38;91
19/05/2012;22;32;86
19/05/2012;23;33;87
19/05/2012;24;27;63
20/05/2012;1;20;47
20/05/2012;2;25;42
20/05/2012;3;32;35
20/05/2012;4;39;33
20/05/2012;5;45;27
20/05/2012;6;42;36
20/05/2012;7;43;45
20/05/2012;8;47;51
20/05/2012;9;48;57
20/05/2012;10;41;57
20/05/2012;11;45;60
20/05/2012;12;44;56
20/05/2012;13;29;74
20/05/2012;14;22;55
20/05/2012;15;25;57
20/05/2012;16;26;74
20/05/2012;17;21;79
20/05/2012;18;21;78
20/05/2012;19;25;83
20/05/2012;20;28;74
20/05/2012;21;27;83
20/05/2012;22;21;84
20/05/2012;23;19;64
20/05/2012;24;26;41
21/05/2012;1;47;31
21/05/2012;2;57;24
21/05/2012;3;67;18
21/05/2012;4;58;24
21/05/2012;5;39;54
21/05/2012;6;38;91
21/05/2012;7;43;89
21/05/2012;8;42;104
21/05/2012;9;39;98
21/05/2012;10;35;114
21/05/2012;11;30;107
21/05/2012;12;27;98
21/05/2012;13;30;108
21/05/2012;14;34;99
21/05/2012;15;28;111
21/05/2012;16;31;111
21/05/2012;17;36;107
21/05/2012;18;36;99
21/05/2012;19;33;90
21/05/2012;20;36;68
21/05/2012;21;41;67
21/05/2012;22;41;52
21/05/2012;23;40;39
21/05/2012;24;39;36
22/05/2012;1;41;24
22/05/2012;2;44;23
22/05/2012;3;45;21
22/05/2012;4;45;26
22/05/2012;5;45;62
22/05/2012;6;52;92
22/05/2012;7;65;105
22/05/2012;8;67;102
22/05/2012;9;68;98
22/05/2012;10;60;92
22/05/2012;11;65;98
22/05/2012;12;56;87
22/05/2012;13;64;98
22/05/2012;14;65;101
22/05/2012;15;68;111
22/05/2012;16;59;108
22/05/2012;17;60;127
22/05/2012;18;61;157
22/05/2012;19;67;122
22/05/2012;20;69;101
22/05/2012;21;61;99
22/05/2012;22;58;82
22/05/2012;23;49;61
22/05/2012;24;46;50
23/05/2012;1;35;33
23/05/2012;2;30;35
23/05/2012;3;28;32
23/05/2012;4;26;42
23/05/2012;5;34;66
23/05/2012;6;42;92
23/05/2012;7;52;98
23/05/2012;8;66;98
23/05/2012;9;69;92
23/05/2012;10;72;84
23/05/2012;11;79;84
23/05/2012;12;65;91
23/05/2012;13;62;102
23/05/2012;14;63;119
23/05/2012;15;56;116
23/05/2012;16;57;126
23/05/2012;17;47;130
23/05/2012;18;50;136
23/05/2012;19;56;107
23/05/2012;20;50;86
23/05/2012;21;51;83
23/05/2012;22;50;87
23/05/2012;23;46;66
23/05/2012;24;53;53
24/05/2012;1;55;38
24/05/2012;2;62;31
24/05/2012;3;60;31
24/05/2012;4;53;44
24/05/2012;5;65;64
24/05/2012;6;85;110
24/05/2012;7;92;114
24/05/2012;8;105;110
24/05/2012;9;134;109
24/05/2012;10;n/d;n/d
24/05/2012;11;n/d;123
24/05/2012;12;n/d;118
24/05/2012;13;n/d;152
24/05/2012;14;n/d;159
24/05/2012;15;n/d;173
24/05/2012;16;n/d;157
24/05/2012;17;n/d;180
24/05/2012;18;65;157
24/05/2012;19;58;169
24/05/2012;20;66;134
24/05/2012;21;56;128
24/05/2012;22;60;113
24/05/2012;23;56;99
24/05/2012;24;65;72
25/05/2012;1;63;66
25/05/2012;2;65;60
25/05/2012;3;65;56
25/05/2012;4;64;64
25/05/2012;5;57;91
25/05/2012;6;59;123
25/05/2012;7;62;119
25/05/2012;8;78;117
25/05/2012;9;53;113
25/05/2012;10;64;125
25/05/2012;11;63;115
25/05/2012;12;57;102
25/05/2012;13;53;109
25/05/2012;14;64;103
25/05/2012;15;50;98
25/05/2012;16;43;110
25/05/2012;17;48;112
25/05/2012;18;36;108
25/05/2012;19;50;91
25/05/2012;20;50;91
25/05/2012;21;35;100
25/05/2012;22;40;101
25/05/2012;23;37;83
25/05/2012;24;32;81
26/05/2012;1;28;58
26/05/2012;2;31;51
26/05/2012;3;26;40
26/05/2012;4;23;45
26/05/2012;5;24;56
26/05/2012;6;33;79
26/05/2012;7;31;61
26/05/2012;8;31;83
26/05/2012;9;36;72
26/05/2012;10;30;83
26/05/2012;11;n/d;84
26/05/2012;12;39;86
26/05/2012;13;36;76
26/05/2012;14;42;85
26/05/2012;15;36;91
26/05/2012;16;44;99
26/05/2012;17;38;108
26/05/2012;18;35;103
26/05/2012;19;33;102
26/05/2012;20;37;107
26/05/2012;21;37;103
26/05/2012;22;29;93
26/05/2012;23;31;91
26/05/2012;24;47;81
27/05/2012;1;34;91
27/05/2012;2;32;78
27/05/2012;3;31;75
27/05/2012;4;33;65
27/05/2012;5;36;52
27/05/2012;6;29;45
27/05/2012;7;30;53
27/05/2012;8;33;56
27/05/2012;9;37;61
27/05/2012;10;31;64
27/05/2012;11;35;70
27/05/2012;12;38;66
27/05/2012;13;35;66
27/05/2012;14;40;77
27/05/2012;15;47;72
27/05/2012;16;40;72
27/05/2012;17;29;90
27/05/2012;18;33;109
27/05/2012;19;28;103
27/05/2012;20;42;58
27/05/2012;21;38;54
27/05/2012;22;33;55
27/05/2012;23;33;46
27/05/2012;24;32;32
28/05/2012;1;34;31
28/05/2012;2;32;22
28/05/2012;3;26;20
28/05/2012;4;25;22
28/05/2012;5;25;34
28/05/2012;6;31;48
28/05/2012;7;43;58
28/05/2012;8;38;70
28/05/2012;9;34;65
28/05/2012;10;30;78
28/05/2012;11;34;80
28/05/2012;12;41;78
28/05/2012;13;39;77
28/05/2012;14;30;84
28/05/2012;15;32;94
28/05/2012;16;36;92
28/05/2012;17;34;93
28/05/2012;18;35;81
28/05/2012;19;33;69
28/05/2012;20;27;56
28/05/2012;21;21;62
28/05/2012;22;21;51
28/05/2012;23;13;44
28/05/2012;24;15;32
29/05/2012;1;12;23
29/05/2012;2;10;22
29/05/2012;3;10;20
29/05/2012;4;11;24
29/05/2012;5;15;60
29/05/2012;6;23;85
29/05/2012;7;33;102
29/05/2012;8;39;94
29/05/2012;9;44;94
29/05/2012;10;49;112
29/05/2012;11;53;110
29/05/2012;12;45;104
29/05/2012;13;41;114
29/05/2012;14;42;126
29/05/2012;15;39;126
29/05/2012;16;37;119
29/05/2012;17;39;125
29/05/2012;18;37;138
29/05/2012;19;33;120
29/05/2012;20;30;104
29/05/2012;21;33;95
29/05/2012;22;41;71
29/05/2012;23;34;65
29/05/2012;24;29;50
30/05/2012;1;24;46
30/05/2012;2;22;32
30/05/2012;3;20;32
30/05/2012;4;24;47
30/05/2012;5;33;81
30/05/2012;6;45;105
30/05/2012;7;44;116
30/05/2012;8;48;102
30/05/2012;9;38;92
30/05/2012;10;31;96
30/05/2012;11;n/d;100
30/05/2012;12;n/d;105
30/05/2012;13;31;107
30/05/2012;14;29;116
30/05/2012;15;32;104
30/05/2012;16;30;141
30/05/2012;17;31;141
30/05/2012;18;34;149
30/05/2012;19;35;112
30/05/2012;20;33;135
30/05/2012;21;40;142
30/05/2012;22;39;107
30/05/2012;23;28;75
30/05/2012;24;22;53
31/05/2012;1;21;36
31/05/2012;2;22;30
31/05/2012;3;29;26
31/05/2012;4;28;26
31/05/2012;5;30;49
31/05/2012;6;39;80
31/05/2012;7;38;87
31/05/2012;8;43;99
31/05/2012;9;54;90
31/05/2012;10;47;80
31/05/2012;11;53;76
31/05/2012;12;43;78
31/05/2012;13;32;86
31/05/2012;14;36;97
31/05/2012;15;39;100
31/05/2012;16;36;100
31/05/2012;17;34;99
31/05/2012;18;33;100
31/05/2012;19;21;100
31/05/2012;20;26;83
31/05/2012;21;39;74
31/05/2012;22;23;74
31/05/2012;23;26;50
31/05/2012;24;27;36
01/06/2012;1;22;30
01/06/2012;2;20;30
01/06/2012;3;22;23
01/06/2012;4;26;28
01/06/2012;5;24;57
01/06/2012;6;35;87
01/06/2012;7;40;90
01/06/2012;8;46;87
01/06/2012;9;44;88
01/06/2012;10;34;81
01/06/2012;11;33;85
01/06/2012;12;24;71
01/06/2012;13;25;81
01/06/2012;14;28;87
01/06/2012;15;27;98
01/06/2012;16;32;84
01/06/2012;17;29;104
01/06/2012;18;31;98
01/06/2012;19;27;91
01/06/2012;20;28;86
01/06/2012;21;28;91
01/06/2012;22;24;82
01/06/2012;23;25;71
01/06/2012;24;25;81
02/06/2012;1;27;88
02/06/2012;2;28;80
02/06/2012;3;n/d;69
02/06/2012;4;n/d;51
02/06/2012;5;26;59
02/06/2012;6;33;67
02/06/2012;7;40;70
02/06/2012;8;35;74
02/06/2012;9;27;79
02/06/2012;10;30;62
02/06/2012;11;23;72
02/06/2012;12;26;76
02/06/2012;13;19;76
02/06/2012;14;21;74
02/06/2012;15;20;91
02/06/2012;16;22;90
02/06/2012;17;23;110
02/06/2012;18;36;112
02/06/2012;19;25;102
02/06/2012;20;29;97
02/06/2012;21;26;92
02/06/2012;22;29;85
02/06/2012;23;25;83
02/06/2012;24;27;71
03/06/2012;1;27;72
03/06/2012;2;26;60
03/06/2012;3;19;39
03/06/2012;4;19;39
03/06/2012;5;27;29
03/06/2012;6;11;25
03/06/2012;7;12;30
03/06/2012;8;20;44
03/06/2012;9;20;60
03/06/2012;10;10;44
03/06/2012;11;19;42
03/06/2012;12;22;54
03/06/2012;13;28;51
03/06/2012;14;24;49
03/06/2012;15;17;53
03/06/2012;16;18;64
03/06/2012;17;18;66
03/06/2012;18;15;59
03/06/2012;19;13;68
03/06/2012;20;18;71
03/06/2012;21;24;65
03/06/2012;22;23;76
03/06/2012;23;13;46
03/06/2012;24;9;35
04/06/2012;1;12;24
04/06/2012;2;12;12
04/06/2012;3;12;15
04/06/2012;4;14;19
04/06/2012;5;15;50
04/06/2012;6;23;69
04/06/2012;7;30;76
04/06/2012;8;44;81
04/06/2012;9;n/d;90
04/06/2012;10;40;90
04/06/2012;11;33;84
04/06/2012;12;20;69
04/06/2012;13;23;69
04/06/2012;14;28;71
04/06/2012;15;25;77
04/06/2012;16;19;92
04/06/2012;17;24;109
04/06/2012;18;26;91
04/06/2012;19;26;73
04/06/2012;20;27;59
04/06/2012;21;21;68
04/06/2012;22;20;62
04/06/2012;23;17;50
04/06/2012;24;23;41
05/06/2012;1;19;38
05/06/2012;2;18;27
05/06/2012;3;18;29
05/06/2012;4;27;35
05/06/2012;5;31;65
05/06/2012;6;31;89
05/06/2012;7;34;100
05/06/2012;8;36;107
05/06/2012;9;42;109
05/06/2012;10;44;97
05/06/2012;11;39;86
05/06/2012;12;39;84
05/06/2012;13;32;82
05/06/2012;14;28;78
05/06/2012;15;28;86
05/06/2012;16;31;108
05/06/2012;17;29;140
05/06/2012;18;29;120
05/06/2012;19;31;111
05/06/2012;20;32;94
05/06/2012;21;19;88
05/06/2012;22;18;72
05/06/2012;23;17;57
05/06/2012;24;16;44
06/06/2012;1;14;33
06/06/2012;2;13;25
06/06/2012;3;15;18
06/06/2012;4;17;21
06/06/2012;5;19;47
06/06/2012;6;22;77
06/06/2012;7;33;88
06/06/2012;8;38;82
06/06/2012;9;49;91
06/06/2012;10;41;87
06/06/2012;11;36;92
06/06/2012;12;32;87
06/06/2012;13;34;106
06/06/2012;14;40;105
06/06/2012;15;36;95
06/06/2012;16;36;112
06/06/2012;17;37;119
06/06/2012;18;32;104
06/06/2012;19;33;85
06/06/2012;20;27;75
06/06/2012;21;25;69
06/06/2012;22;27;66
06/06/2012;23;26;59
06/06/2012;24;24;40
07/06/2012;1;20;31
07/06/2012;2;18;31
07/06/2012;3;20;31
07/06/2012;4;19;42
07/06/2012;5;25;64
07/06/2012;6;34;87
07/06/2012;7;46;97
07/06/2012;8;49;114
07/06/2012;9;55;102
07/06/2012;10;n/d;n/d
07/06/2012;11;n/d;106
07/06/2012;12;n/d;111
07/06/2012;13;n/d;117
07/06/2012;14;n/d;111
07/06/2012;15;n/d;94
07/06/2012;16;30;94
07/06/2012;17;26;101
07/06/2012;18;28;97
07/06/2012;19;28;85
07/06/2012;20;32;78
07/06/2012;21;28;85
07/06/2012;22;24;70
07/06/2012;23;20;52
07/06/2012;24;26;35
08/06/2012;1;23;27
08/06/2012;2;20;17
08/06/2012;3;17;14
08/06/2012;4;17;20
08/06/2012;5;21;47
08/06/2012;6;25;77
08/06/2012;7;31;78
08/06/2012;8;32;86
08/06/2012;9;36;89
08/06/2012;10;31;94
08/06/2012;11;27;75
08/06/2012;12;36;85
08/06/2012;13;44;91
08/06/2012;14;23;90
08/06/2012;15;25;86
08/06/2012;16;29;95
08/06/2012;17;30;91
08/06/2012;18;24;96
08/06/2012;19;27;92
08/06/2012;20;24;87
